uniq,relid,year,active_year,code_status,type_of_violence,source_article,source_original,conflict_id,conflict_name,dyad_id,dyad_name,side_a,side_a_id,side_b,side_b_id,where_location,where_prec,country,isocc,isonumber,gwno,region,adm1,adm2,lat,lng,geocomment,priogrid_gid,date_start,date_end,date_prec,event_type,deaths_a,deaths_b,civilian_deaths,unknown,best_est,high_est,low_est,deathsplit,dyad_unique,geom_wkt
18726,NIG-2000-3-475-8,2000,0,clear,3,Reuters 2000-07-05,officials,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Lagos town. Lagos State,1,Nigeria,NGA,566,475,Africa,Lagos,Lagos,6.453056,3.395833,,138607,7/5/2000,7/5/2000,1,1,0,0,0,0,0,1,0,0,30475,POINT(3.395833 6.453056)
18727,NIG-2000-2-373-2,2000,1,clear,2,Reuters 9-Sep-00  ""At least 10 killed in northern Nigeria clash."",,373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Bamba village  Gombe State,4,Nigeria,NGA,566,475,Africa,Gombe,,10.25,11.166667,Unknown location  coded by ADM1,144383,9/7/2000,9/8/2000,2,3,0,0,0,10,10,10,10,0,20373,POINT(11.166667 10.25)
18733,NIG-2001-3-475-1,2001,1,clear,3,PM News/All Africa Global Media 2001-02-27,national founder of Oodua Peoples Congress (OPC),475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Agodo-Ikotun town (OP HQ in)  Lagos State,1,Nigeria,NGA,566,475,Africa,Lagos,Alimosho,6.543889,3.265375,,139327,2/19/2001,2/25/2001,3,1,0,0,0,0,0,2,0,0,30475,POINT(3.265375 6.543889)
18734,NIG-2001-2-261-1,2001,1,clear,2,"Reuters News, 7 April 2001, "At least four die in Nigerian ethnic clashes."" Agence France Presse  7 April 2001 "50 killed, 40 houses razed in Nigerian unrest: report"" ",police  newspaper,261,Kwala - Tiv,261,Kwala - Tiv,Kwala,1823,Tiv,1911,Plateau state (Kendi village),4,Nigeria,NGA,566,475,Africa,Plateau,,9.166667,9.75,Unknown location  coded by ADM1,142940,4/3/2001,4/5/2001,2,3,0,0,0,50,50,50,46,0,20261,POINT(9.75 9.166667)
18737,NIG-2001-2-251-1,2001,1,clear,2,Reuters 26-Jun-01  ""UPDATE 1-At least 27 killed as Nigeria ethnic clashes rage. "",Residents,251,Azara - Tiv,251,Azara - Tiv,Azara,1811,Tiv,1911,Tudun Adabu  Nasarawa state,3,Nigeria,NGA,566,475,Africa,Nassarawa,Obi,8.366667,8.766667,"Unknown location, coded by ADM2, with Obi as centroid.",141498,6/12/2001,6/25/2001,4,3,0,0,0,27,27,100,27,0,20251,POINT(8.766667 8.366667)
18739,NIG-2001-2-254-1,2001,1,clear,2,"Reuters 8-Sep-0, Death Toll of Religious Clash Up in Central Nigeria. Xinhua News Agency 9 September 200, 165 Killed in Religious Clashes in Central Nigeria - Red Cross.  Xinhua News Agency 10 September 2001", Plateau State government  Red Cross,254,"Fulani, Hausa - Anaguta, Afisare, Birom",254,"Fulani, Hausa - Anaguta, Afisare, Birom",Fulani  Hausa,547520,"Anaguta, Afisare, Birom",547510,Jos town  Plateau state,1,Nigeria,NGA,566,475,Africa,Plateau,Jos North,9.916667,8.9,,143658,9/7/2001,9/10/2001,0,2,0,0,0,165,165,345,165,0,20254,POINT(8.9 9.916667)
18742,NIG-2001-2-368-1,2001,1,clear,2,Reuters 13-Oct-01  Reuters 14-oct-01,police commisioner/The Nigerian Red Cross,368,Hausa - Igbo  Yoruba,368,Hausa - Igbo  Yoruba,Hausa,1462,Igbo  Yoruba,547503,Kano town  Kano state,1,Nigeria,NGA,566,475,Africa,Kano,Kano,11.994354,8.513807,,146538,10/12/2001,10/13/2001,2,3,0,0,0,200,200,200,200,0,20368,POINT(8.513807 11.994354)
18743,NIG-2001-3-475-2,2001,1,clear,3,Reuters 2001-10-15,witnesses,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kano town  Kano State (Tudum Wada district),1,Nigeria,NGA,566,475,Africa,Kano,Kano,11.994354,8.513807,,146538,10/15/2001,10/15/2001,1,1,0,0,0,0,0,1,0,0,30475,POINT(8.513807 11.994354)
18744,NIG-2001-3-475-3,2001,1,clear,3,HRW (April 2002): Nigeria: Military Revenge in Benue 2002-04-01,witnesses ,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Gbeji village  Benue State,3,Nigeria,NGA,566,475,Africa,Benue,Ukum,7.516667,9.616667,"Unknown location, coded by ADM2, with Zaki Biam as centroid.",140780,10/19/2001,10/22/2001,2,3,0,0,150,0,150,160,150,0,30475,POINT(9.616667 7.516667)
18745,NIG-2001-3-475-4.1,2001,1,clear,3,Reuters 2001-10-24  ""More attacks after 200 massacred in Nigeria - officials. "",govt spokeswoman/witnesses,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Zaki-Bian village  Benue state,1,Nigeria,NGA,566,475,Africa,Benue,Ukum,7.516667,9.616667,,140780,10/22/2001,10/23/2001,2,3,0,0,0,0,0,14,0,1,30475,POINT(9.616667 7.516667)
18746,NIG-2001-3-475-4.2,2001,1,clear,3,Reuters 2001-10-24  ""More attacks after 200 massacred in Nigeria - officials. "",govt spokeswoman/witnesses,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Anyiin village  Benue state,3,Nigeria,NGA,566,475,Africa,Benue,Logo,7.5,9.333333,"Unknown location, coded by ADM2, with Ugba as centroid in Logo LGA",140779,10/22/2001,10/23/2001,2,3,0,0,0,0,0,13,0,1,30475,POINT(9.333333 7.5)
18747,NIG-2001-3-475-4.3,2001,1,clear,3,Reuters 2001-10-24  ""More attacks after 200 massacred in Nigeria - officials. "",govt spokeswoman/witnesses,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Vaase village  Benue state,3,Nigeria,NGA,566,475,Africa,Benue,Logo,7.5,9.333333,"Unknown location, coded by ADM2, with Ugba as centroid in Logo LGA",140779,10/22/2001,10/23/2001,2,3,0,0,0,0,0,13,0,1,30475,POINT(9.333333 7.5)
18748,NIG-2001-2-436-1,2001,0,clear,2,Reuters 25-Oct-1,police,436,Itsekiri - Urhobo,436,Itsekiri - Urhobo,Itsekiri,1480,Urhobo,1820,Warri town  Delta state,1,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.5167,5.75,,137892,10/24/2001,10/25/2001,2,3,0,0,0,9,9,9,9,0,20436,POINT(5.75 5.5167)
18750,NIG-2001-2-373-1,2001,0,clear,2,Reuters 5-Nov-01,,373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Sanga town  Kaduna state,1,Nigeria,NGA,566,475,Africa,Kaduna,Soba,11.002444,8.002862,,145817,11/2/2001,11/2/2001,1,1,0,0,0,11,11,11,11,0,20373,POINT(8.002862 11.002444)
18751,NIG-2001-3-475-5,2001,1,clear,3,AFP 2001-11-12,radio report/witness,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kawo town  Kaduna state,1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.577708,7.448526,,145095,11/11/2001,11/11/2001,1,1,0,0,0,0,0,6,0,0,30475,POINT(7.448526 10.577708)
18753,NIG-2001-2-373-2,2001,0,clear,2,Reuters 30-Nov-01,,373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Osogbo town  Osun state,1,Nigeria,NGA,566,475,Africa,Osun,Osogbo,7.766667,4.566667,,140770,11/29/2001,11/29/2001,1,1,0,0,0,1,1,1,1,0,20373,POINT(4.566667 7.766667)
18759,NIG-2001-2-14-1,2001,0,clear,2,R: update 1-at least  2002-01-01,,14,"Hausa, Fulani - Anaguta, Birom",14,"Hausa, Fulani - Anaguta, Birom",Hausa  Fulani,547520,Anaguta  Birom,547511,Dagwom Village  Plateau state,3,Nigeria,NGA,566,475,Africa,Plateau,Jos North,9.916667,8.9,Unknown location. Coded by ADM2. Jos used as centroid.,143658,12/30/2001,12/30/2001,1,1,0,0,0,20,20,20,20,0,20014,POINT(8.9 9.916667)
18760,NIG-2002-2-67-1,2002,1,clear,2,R: dozens die in Nigerian land clashes  2002-01-08,,67,Fulani - Mambila,67,Fulani - Mambila,Fulani,1461,Mambila,1500,"Tonga Maina village, Sardauna LGA, Taraba state",3,Nigeria,NGA,566,475,Africa,Taraba,Sardauna,6.7,11.266667,"Unknown location, coded by ADM2, with Gembu as centroid.",139343,1/1/2002,1/8/2002,0,2,0,0,0,50,50,50,30,0,20067,POINT(11.266667 6.7)
18764,NIG-2002-2-79-1,2002,1,clear,2,R: corpses cleared  2002-02-05,,79,Hausa - Yoruba,79,Hausa - Yoruba,Hausa,1462,Yoruba,1562,Lagos town  Lagos State (Idi-Araba and Mushin districts),1,Nigeria,NGA,566,475,Africa,Lagos,Lagos,6.453056,3.395833,,138607,2/2/2002,2/5/2002,2,3,0,0,0,100,100,100,50,0,20079,POINT(3.395833 6.453056)
18767,NIG-2002-2-14-1,2002,1,clear,2,R: update 1-scores dead  2002-05-02,,14,"Hausa, Fulani - Anaguta, Birom",14,"Hausa, Fulani - Anaguta, Birom",Hausa  Fulani,547520,Anaguta  Birom,547511,Jos town  Plateau state,1,Nigeria,NGA,566,475,Africa,Plateau,Jos North,9.916667,8.9,,143658,5/2/2002,5/2/2002,1,1,0,0,0,20,20,120,1,0,20014,POINT(8.9 9.916667)
18770,NIG-2002-2-14-3,2002,1,clear,2,F: at least 10 die  2002-05-26,,14,"Hausa, Fulani - Anaguta, Birom",14,"Hausa, Fulani - Anaguta, Birom",Hausa  Fulani,547520,Anaguta  Birom,547511,"Miango district, Bassa local government area, Plateau state",2,Nigeria,NGA,566,475,Africa,Plateau,Bassa,9.85,8.683333,,143658,5/26/2002,5/30/2002,0,2,0,0,0,10,10,10,10,0,20014,POINT(8.683333 9.85)
18771,NIG-2002-2-14-4,2002,1,clear,2,R: six killed in central  2002-06-17,,14,"Hausa, Fulani - Anaguta, Birom",14,"Hausa, Fulani - Anaguta, Birom",Hausa  Fulani,547520,Anaguta  Birom,547511,Riyom LGA  Plateau state,3,Nigeria,NGA,566,475,Africa,Plateau,Riyom,9.516667,8.7,"Unknown location. Coded by ADM2. Bachit used as centroid.",143658,6/15/2002,6/15/2002,1,1,0,0,0,6,6,6,6,0,20014,POINT(8.7 9.516667)
18772,NIG-2002-2-373-1,2002,0,clear,2,R: six dead in fresh fighting  2002-06-28,,373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,"Yelwa town area, Shendam LGA, Plateau state",2,Nigeria,NGA,566,475,Africa,Plateau,Shendam,8.833333,9.633333,,142220,6/26/2002,6/26/2002,1,1,0,0,0,6,6,6,6,0,20373,POINT(9.633333 8.833333)
18773,NIG-2002-2-78-1,2002,1,clear,2,F: 13 people killed  2002-06-28 (?): AFP 12 July 2002 13 people killed in Nigerian ethnic violence: radio ,,78,Hausa - Tarok,78,Hausa - Tarok,Hausa,1462,Tarok,1550,Wase town area  Plateau state,2,Nigeria,NGA,566,475,Africa,Plateau,Wase,9.1,9.966667,,142940,7/7/2002,7/10/2002,0,2,0,0,0,25,25,200,25,0,20078,POINT(9.966667 9.1)
18774,NIG-2002-2-78-2,2002,1,clear,2,R: communal riots kill  2002-10-04,,78,Hausa - Tarok,78,Hausa - Tarok,Hausa,1462,Tarok,1550,Plateau state,4,Nigeria,NGA,566,475,Africa,Plateau,,9.166667,9.75,,142940,10/1/2002,10/4/2002,2,1,0,0,0,10,10,10,0,0,20078,POINT(9.75 9.166667)
18775,NIG-2002-2-14-5,2002,1,clear,2,R: Nigeria security forces and F: 16 killed in fresh  2002-10-15,,14,"Hausa, Fulani - Anaguta, Birom",14,"Hausa, Fulani - Anaguta, Birom",Hausa  Fulani,547520,Anaguta  Birom,547511,Barkin Ladi LGA  Plateau state,3,Nigeria,NGA,566,475,Africa,Plateau,Barkin Ladi,9.533333,8.9,Town of Barakin Ladi used as centroid of ADM2.,143658,10/14/2002,10/14/2002,1,1,0,0,0,16,16,16,16,0,20014,POINT(8.9 9.533333)
18776,NIG-2002-2-14-6,2002,1,clear,2,R: eight killed in  2002-10-23,,14,"Hausa, Fulani - Anaguta, Birom",14,"Hausa, Fulani - Anaguta, Birom",Hausa  Fulani,547520,Anaguta  Birom,547511,"Maza village, near Jos, Plateua state",3,Nigeria,NGA,566,475,Africa,Plateau,Bassa,9.933333,8.733333,"Unknown location, coded by ADM2, with Bassa as centroid.",143658,10/22/2002,10/22/2002,1,1,0,0,0,11,11,11,11,0,20014,POINT(8.733333 9.933333)
18777,NIG-2002-3-475-14,2002,1,clear,3,HRW report July 2003,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Trikania town  Kaduna State,3,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna South,10.473797,7.406586,Unknown location  coded by ADM2. Kaduna used as centroid.,144375,11/1/2002,11/30/2002,4,1,0,0,0,0,0,12,0,0,30475,POINT(7.406586 10.473797)
18778,NIG-2002-2-77-1,2002,1,clear,2,R: update 4-Nigeria city buries dead  2002-11-25,,77,Hausa - Igbo,77,Hausa - Igbo,Igbo,1476,Hausa,1462,Kaduna town  Kaduna State,1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,11/20/2002,11/20/2002,1,1,0,0,0,170,170,205,170,0,20077,POINT(7.43828 10.522239)
18779,NIG-2002-2-14-7,2002,1,clear,2,"F: religious, ethnic fighting kills, 2002-12-13",,14,"Hausa, Fulani - Anaguta, Birom",14,"Hausa, Fulani - Anaguta, Birom",Hausa  Fulani,547520,Anaguta  Birom,547511,Riyom LGA  Plateau state,3,Nigeria,NGA,566,475,Africa,Plateau,Riyom,9.516667,8.7,"Unknown location. Coded by ADM2. Bachit used as centroid.",143658,12/12/2002,12/12/2002,1,1,0,0,0,14,14,14,14,0,20014,POINT(8.7 9.516667)
18780,NIG-2002-2-14-8,2002,1,clear,2,F: two persons die  2003-01-01,,14,"Hausa, Fulani - Anaguta, Birom",14,"Hausa, Fulani - Anaguta, Birom",Hausa  Fulani,547520,Anaguta  Birom,547511,"Rim village, Riyom district, Plateau state",3,Nigeria,NGA,566,475,Africa,Plateau,Riyom,9.633333,8.766667,Unknown location  coded by ADM2 with Riyom as centroid.,143658,12/28/2002,12/28/2002,1,1,0,0,0,2,2,2,2,0,20014,POINT(8.766667 9.633333)
18783,NIG-2003-2-15-10,2003,1,clear,2,"""Nigeria's 2003 Elections: The Unacknowledged Violence"", HRW Report, June 2004, 27f",HRW interviews,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Ebonyi state,4,Nigeria,NGA,566,475,Africa,Ebonyi,,6.25,8.083333,,138617,3/1/2003,4/30/2003,0,2,0,1,0,0,1,12,1,0,20015,POINT(8.083333 6.25)
18784,NIG-2003-2-86-2,2003,1,clear,2,"The Warri crisis: Fuelling Violence, Human Rights Watch, November 2003 Vol.15, No 18 (A)",,86,Ijaw - Itsekiri,86,Ijaw - Itsekiri,Ijaw,1477,Itsekiri,1480,Warri town  Delta state,1,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.5167,5.75,,137892,3/1/2003,9/30/2003,0,2,125,197,5,0,327,327,327,0,20086,POINT(5.75 5.5167)
18786,NIG-2003-2-15-1,2003,1,clear,2,"""Nigeria's 2003 Elections: The Unacknowledged Violence"", HRW Report, June 2004, 29",HRW interviews,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Ikwo LGA  Ebonyi state (Umeh village),3,Nigeria,NGA,566,475,Africa,Ebonyi,Ikwo,6.0716,8.1028,Unknown location  coded by Ikwo LGA. Ikwo used as centroid.,138617,4/12/2003,5/3/2003,0,2,0,0,0,17,17,17,17,0,20015,POINT(8.1028 6.0716)
18787,NIG-2003-2-375-1,2003,1,clear,2,"""Nigeria's 2003 Elections: The Unacknowledged Violence"", HRW Report, June 2004, 11",HRW interviews,375,Supporters of PDP - Supporters of UNPP,375,Supporters of PDP - Supporters of UNPP,Supporters of PDP,1527,Supporters of UNPP,1902,"Bassambiri town, Nembe local government, Bayelsa state",1,Nigeria,NGA,566,475,Africa,Bayelsa,Nembe,4.533333,6.416667,Coordinates from Maplandia,136453,4/10/2003,4/11/2003,2,3,9,22,0,0,31,31,31,0,20375,POINT(6.416667 4.533333)
18788,NIG-2003-2-15-2,2003,1,clear,2,"""Nigeria's 2003 Elections: The Unacknowledged Violence"", HRW Report, June 2004, 15",HRW interviews,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Etche LGA  Rivers state,3,Nigeria,NGA,566,475,Africa,Rivers,Etche,4.990833,7.054444,Unknown location. Coded by ADM2. Chokocho used as centroid.,136455,4/12/2003,4/12/2003,1,1,0,1,0,0,1,1,1,0,20015,POINT(7.054444 4.990833)
18789,NIG-2003-2-15-3,2003,1,clear,2,"""Nigeria's 2003 Elections: The Unacknowledged Violence"", HRW Report, June 2004, 39",HRW interviews,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Tureta LGA  Sokoto state,3,Nigeria,NGA,566,475,Africa,Sokoto,Tureta,12.591351,5.54431,Tureta used as centroid for ADM2,147972,4/12/2003,4/12/2003,1,1,1,0,0,0,1,1,1,0,20015,POINT(5.54431 12.591351)
18790,NIG-2003-2-15-4,2003,1,clear,2,"""Nigeria's 2003 Elections: The Unacknowledged Violence"", HRW Report, June 2004, 39",HRW interviews,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Kebbe LGA  Sokoto state,3,Nigeria,NGA,566,475,Africa,Sokoto,Kebbe,12.128802,4.735093,Kebbe used as ADM2 centroid.,147250,4/12/2003,4/12/2003,1,1,0,1,0,0,1,1,1,0,20015,POINT(4.735093 12.128802)
18791,NIG-2003-2-15-5,2003,1,clear,2,"""Nigeria's 2003 Elections: The Unacknowledged Violence"", HRW Report, June 2004, 35",HRW interviews,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Okene LGA  Kogi state,3,Nigeria,NGA,566,475,Africa,Kogi,Okene,7.5456,6.2538,Okene used as centroid.,140773,4/12/2003,4/12/2003,1,1,0,0,0,2,2,2,2,0,20015,POINT(6.2538 7.5456)
18792,NIG-2003-2-15-6,2003,1,clear,2,"""Nigeria's 2003 Elections: The Unacknowledged Violence"", HRW Report, June 2004, 13",HRW interviews,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Oporoma town  Bayelsa state,1,Nigeria,NGA,566,475,Africa,Bayelsa,Southern Ijaw,4.804722,6.078889,,136453,4/19/2003,4/19/2003,1,1,3,7,0,0,10,10,10,0,20015,POINT(6.078889 4.804722)
18793,NIG-2003-2-15-7,2003,1,clear,2,"""Nigeria's 2003 Elections: The Unacknowledged Violence"", HRW Report, June 2004, 16",HRW interviews,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,"Omagwa town, Ikwerre local government, Rivers state",1,Nigeria,NGA,566,475,Africa,Rivers,Ikwerre,4.983092,6.68877,,136454,4/19/2003,4/19/2003,1,1,0,0,1,0,1,1,1,0,20015,POINT(6.68877 4.983092)
18794,NIG-2003-2-15-8,2003,1,clear,2,"""Nigeria's 2003 Elections: The Unacknowledged Violence"", HRW Report, June 2004, 28",HRW interviews,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Ikwo LGA  Ebonyi state,3,Nigeria,NGA,566,475,Africa,Ebonyi,Ikwo,6.0716,8.1028,Unknown location  coded by Ikwo LGA. Ikwo used as centroid.,138617,4/23/2003,4/23/2003,1,1,1,0,0,0,1,1,1,0,20015,POINT(8.1028 6.0716)
18795,NIG-2003-2-436-2,2003,1,clear,2,"Human Rights Watch: The Warri crisis: Fuelling Violence, November 2003 Vol.15, No 18 (A)",,436,Itsekiri - Urhobo,436,Itsekiri - Urhobo,Itsekiri,1480,Urhobo,1820,Warri town  Delta state,1,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.5167,5.75,,137892,1/31/2003,2/6/2003,0,2,0,0,0,0,0,164,0,0,20436,POINT(5.75 5.5167)
18796,NIG-2002-3-475-16,2002,1,clear,3,HRW report July 2003,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Nigeria,6,Nigeria,NGA,566,475,Africa,,,10,8,,144377,11/21/2002,11/21/2002,1,1,0,0,0,0,0,1,0,0,30475,POINT(8 10)
18797,NIG-2002-3-475-4,2002,1,clear,3,HRW report July 2003,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kaduna town  Kaduna State,1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,11/21/2002,11/21/2002,1,1,0,0,2,0,2,2,2,0,30475,POINT(7.43828 10.522239)
18798,NIG-2002-3-475-5,2002,1,clear,3,HRW report July 2003,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kaduna town  Kaduna State,1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,11/21/2002,11/21/2002,1,1,0,0,1,0,1,1,1,0,30475,POINT(7.43828 10.522239)
18799,NIG-2002-3-475-6,2002,1,clear,3,HRW report July 2003,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kaduna town  Kaduna State (Kabala Doki),1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,11/21/2002,11/21/2002,1,1,0,0,4,0,4,4,4,0,30475,POINT(7.43828 10.522239)
18800,NIG-2002-3-475-7,2002,1,clear,3,HRW report July 2003,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kaduna town  Kaduna State,1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,11/21/2002,11/21/2002,1,1,0,0,1,0,1,1,1,0,30475,POINT(7.43828 10.522239)
18801,NIG-2002-3-475-9,2002,1,clear,3,HRW report July 2003,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kaduna town  Kaduna State (Kabala Doki),1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,11/21/2002,11/21/2002,1,1,0,0,1,0,1,1,1,0,30475,POINT(7.43828 10.522239)
18802,NIG-2002-3-475-1,2002,1,clear,3,HRW report July 2003,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kaduna town  Kaduna State (Kabala Costain),1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,11/22/2002,11/22/2002,1,1,0,0,8,0,8,8,8,0,30475,POINT(7.43828 10.522239)
18803,NIG-2002-3-475-11,2002,1,clear,3,HRW report July 2003,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kaduna town  Kaduna State (Nasarawa area),1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,11/22/2002,11/22/2002,1,1,0,0,1,0,1,1,1,0,30475,POINT(7.43828 10.522239)
18804,NIG-2002-3-475-12,2002,1,clear,3,HRW report July 2003,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Nariya village  Kaduna State (near Kaduna),2,Nigeria,NGA,566,475,Africa,Kaduna,,10.522239,7.43828,,145095,11/22/2002,11/22/2002,1,1,0,0,1,0,1,1,1,0,30475,POINT(7.43828 10.522239)
18805,NIG-2002-3-475-13,2002,1,clear,3,HRW report July 2003,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kawo town  Kaduna state,1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.577708,7.448526,,145095,11/22/2002,11/22/2002,1,1,0,0,15,0,15,15,15,0,30475,POINT(7.448526 10.577708)
18806,NIG-2002-3-475-17,2002,1,clear,3,HRW report July 2003,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kaduna town  Kaduna State (Rigasa area),1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,11/22/2002,11/22/2002,1,1,0,0,4,0,4,4,4,0,30475,POINT(7.43828 10.522239)
18807,NIG-2002-3-475-2,2002,1,clear,3,HRW report July 2003,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kaduna town  Kaduna State (Kabala Costain),1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,11/22/2002,11/22/2002,1,1,0,0,1,0,1,1,1,0,30475,POINT(7.43828 10.522239)
18808,NIG-2002-3-475-3,2002,1,clear,3,HRW report July 2003,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kaduna town  Kaduna State (Kabala Costain),1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,11/22/2002,11/22/2002,1,1,0,0,1,0,1,1,1,0,30475,POINT(7.43828 10.522239)
18809,NIG-2002-3-475-8,2002,1,clear,3,HRW report July 2003,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kaduna town  Kaduna State (Kabala Doki),1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,11/22/2002,11/22/2002,1,1,0,0,2,0,2,2,2,0,30475,POINT(7.43828 10.522239)
18810,NIG-2002-3-475-10,2002,1,clear,3,HRW report July 2003,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kaduna town  Kaduna State (Nasarawa area),1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,11/23/2002,11/23/2002,1,1,0,0,1,0,1,1,1,0,30475,POINT(7.43828 10.522239)
18811,NIG-2002-3-475-15,2002,1,clear,3,HRW report July 2003,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kaduna town  Kaduna State (Nasarawa area),1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,11/23/2002,11/23/2002,1,1,0,0,1,0,1,1,1,0,30475,POINT(7.43828 10.522239)
